"Month","Local Electoral Area","Age Group","Primary Course Completed (%)","Monthly Percentage Point Change in Primary Course Completed (%)","Booster 1 (%)","Monthly Percentage Point Change in Booster 1 (%)","Booster 2 (%)","Monthly Percentage Point Change in Booster 2 (%)","Booster 3 (%)","Monthly Percentage Point Change in Booster 3 (%)","Booster 4 (%)","Monthly Percentage Point Change in Booster 4 (%)"
"2022 March","Macroom, Cork County","12 years and over","93.8","0","57.2","2","2","0.1","","","",""
"2022 March","Mallow, Cork County","5 - 11 years","21.4","4.7","0","0","0","0","","","",""
"2022 March","Mallow, Cork County","12 years and over","92.2","0","54","2","2","0.1","","","",""
"2022 March","Cork City North West, Cork City","5 - 11 years","13.7","3.2","0","0","0","0","","","",""
"2022 March","Cork City North West, Cork City","12 years and over","94.3","0","52","2.7","2.7","0.1","","","",""
"2022 March","Cork City North East, Cork City","5 - 11 years","15.7","4","0","0","0","0","","","",""
"2022 March","Cork City North East, Cork City","12 years and over","92.1","0","53.1","2.4","2.4","0.1","","","",""
"2022 March","Cork City South East, Cork City","5 - 11 years","26.3","5.6","0","0","0","0","","","",""
"2022 March","Cork City South East, Cork City","12 years and over","96.4","0","60.6","2.7","2.7","0.1","","","",""
"2022 March","Cork City South Central, Cork City","5 - 11 years","13.2","2.6","0","0","0","0","","","",""
"2022 March","Cork City South Central, Cork City","12 years and over","91.7","0","54.3","2.4","2.4","0.1","","","",""
"2022 March","Cork City South West, Cork City","5 - 11 years","21.4","4.2","0","0","0","0","","","",""
"2022 March","Cork City South West, Cork City","12 years and over","88.5","0","54.8","2.4","2.4","0.1","","","",""
"2022 March","Glenties, Donegal","5 - 11 years","9.3","1.1","0","0","0","0","","","",""
"2022 March","Glenties, Donegal","12 years and over","94","0","56.6","1.3","1.3","0","","","",""
"2022 March","Milford, Donegal","5 - 11 years","8.3","0.6","0","0","0","0","","","",""
"2022 March","Milford, Donegal","12 years and over","89.5","0","50.2","1.1","1.1","0","","","",""
"2022 March","Carndonagh, Donegal","5 - 11 years","4.3","0.4","0","0","0","0","","","",""
"2022 March","Carndonagh, Donegal","12 years and over","74.4","0","40.3","0.8","0.8","0","","","",""
"2022 March","Buncrana, Donegal","5 - 11 years","3.3","0.7","0","0","0","0","","","",""
"2022 March","Buncrana, Donegal","12 years and over","64.3","0","33.2","0.9","0.9","0","","","",""
"2022 March","Donegal, Donegal","5 - 11 years","9.2","1.1","0","0","0","0","","","",""
"2022 March","Donegal, Donegal","12 years and over","91.3","0","54.4","1.3","1.3","0","","","",""
"2022 March","Letterkenny, Donegal","5 - 11 years","13.6","1.8","0","0","0","0","","","",""
"2022 March","Letterkenny, Donegal","12 years and over","86","0","48.2","1.3","1.3","0","","","",""
"2022 March","Lifford-Stranorlar, Donegal","5 - 11 years","6.2","0.8","0","0","0","0","","","",""
"2022 March","Lifford-Stranorlar, Donegal","12 years and over","83.8","0","46.3","1","1","0","","","",""
"2022 March","Conamara North, Galway County","5 - 11 years","15.5","2.3","0","0","0","0","","","",""
"2022 March","Conamara North, Galway County","12 years and over","93","0","57.6","1.2","1.2","0.1","","","",""
"2022 March","Tuam, Galway County","5 - 11 years","18.5","3.4","0","0","0","0","","","",""
"2022 March","Tuam, Galway County","12 years and over","92.5","0","54.4","1.3","1.3","0","","","",""
"2022 March","Ballinasloe, Galway County","5 - 11 years","14.7","2.4","0","0","0","0","","","",""
"2022 March","Ballinasloe, Galway County","12 years and over","92.6","0","55.5","1.3","1.3","0","","","",""
"2022 March","Loughrea, Galway County","5 - 11 years","17.9","2","0","0","0","0","","","",""
"2022 March","Loughrea, Galway County","12 years and over","90.1","0","52.9","1.3","1.3","0","","","",""
"2022 March","Athenry-Oranmore, Galway County","5 - 11 years","20.6","3.4","0","0","0","0","","","",""
"2022 March","Athenry-Oranmore, Galway County","12 years and over","91.8","0","55.4","1.4","1.4","0","","","",""
"2022 March","Gort-Kinvara, Galway County","5 - 11 years","23.2","4.3","0","0","0","0","","","",""
"2022 March","Gort-Kinvara, Galway County","12 years and over","93.2","0","54.3","1.6","1.6","0","","","",""
"2022 March","Conamara South, Galway County","5 - 11 years","27.3","5","0","0","0","0","","","",""
"2022 March","Conamara South, Galway County","12 years and over","93.2","0","58.7","1.6","1.6","0.1","","","",""
"2022 March","Galway City West, Galway City","5 - 11 years","23.4","4.1","0","0","0","0","","","",""
"2022 March","Galway City West, Galway City","12 years and over","93.2","0","57.6","1.5","1.5","0.1","","","",""
"2022 March","Galway City Central, Galway City","5 - 11 years","8.6","1.6","0","0","0","0","","","",""
"2022 March","Galway City Central, Galway City","12 years and over","87","0","49.9","1.4","1.4","0","","","",""
"2022 March","Galway City East, Galway City","5 - 11 years","11.6","2.5","0","0","0","0","","","",""
"2022 March","Galway City East, Galway City","12 years and over","85.5","0","46.9","1.3","1.3","0","","","",""
"2022 March","Listowel, Kerry","5 - 11 years","18","2.4","0","0","0","0","","","",""
"2022 March","Listowel, Kerry","12 years and over","97.4","0","60.4","1.7","1.7","0.1","","","",""
"2022 March","Castleisland, Kerry","5 - 11 years","19.5","2.8","0","0","0","0","","","",""
"2022 March","Castleisland, Kerry","12 years and over","95.2","0","59.2","2.1","2.1","0.1","","","",""
"2022 March","Killarney, Kerry","5 - 11 years","17.5","3.8","0","0","0","0","","","",""
"2022 March","Killarney, Kerry","12 years and over","84.2","0","50.9","1.8","1.8","0.1","","","",""
"2022 March","Kenmare, Kerry","5 - 11 years","17.2","2.9","0","0","0","0","","","",""
"2022 March","Kenmare, Kerry","12 years and over","92.5","0","58","1.8","1.8","0","","","",""
"2022 March","Corca Dhuibhne, Kerry","5 - 11 years","23.8","4.2","0","0","0","0","","","",""
"2022 March","Corca Dhuibhne, Kerry","12 years and over","92.7","0","60.3","1.9","1.9","0.1","","","",""
"2022 March","Tralee, Kerry","5 - 11 years","17.2","3.5","0","0","0","0","","","",""
"2022 March","Tralee, Kerry","12 years and over","90.9","0","54.5","2.2","2.2","0.1","","","",""
"2022 March","Maynooth, Kildare","5 - 11 years","22.4","4.2","0","0","0","0","","","",""
"2022 March","Maynooth, Kildare","12 years and over","82.1","0","48.7","1.6","1.6","0","","","",""
"2022 March","Celbridge, Kildare","5 - 11 years","21.9","3.5","0","0","0","0","","","",""
"2022 March","Celbridge, Kildare","12 years and over","97.3","0","59.3","2","2","0","","","",""
"2022 March","Naas, Kildare","5 - 11 years","23.8","8.3","0","0","0","0","","","",""
"2022 March","Naas, Kildare","12 years and over","91.7","0","54.8","2.2","2.2","0","","","",""
"2022 March","Athy, Kildare","5 - 11 years","20.1","3.9","0","0","0","0","","","",""
"2022 March","Athy, Kildare","12 years and over","91.7","0","53.6","1.9","1.9","0.1","","","",""
"2022 March","Kildare, Kildare","5 - 11 years","21.5","8","0","0","0","0","","","",""
"2022 March","Kildare, Kildare","12 years and over","88.6","0","50.1","1.8","1.8","0","","","",""
"2022 March","Clane, Kildare","5 - 11 years","23.7","8.5","0","0","0","0","","","",""
"2022 March","Clane, Kildare","12 years and over","91.2","0","52","1.9","1.9","0","","","",""
"2022 March","Leixlip, Kildare","5 - 11 years","19.2","2.9","0","0","0","0","","","",""
"2022 March","Leixlip, Kildare","12 years and over","90.3","0","57","1.7","1.7","0","","","",""
"2022 March","Newbridge, Kildare","5 - 11 years","22.8","8.8","0","0","0","0","","","",""
"2022 March","Newbridge, Kildare","12 years and over","93.2","0","53","1.9","1.9","0","","","",""
"2022 March","Castlecomer, Kilkenny","5 - 11 years","24.1","4.9","0","0","0","0","","","",""
"2022 March","Castlecomer, Kilkenny","12 years and over","97.2","0","58.9","1.6","1.6","0","","","",""
"2022 March","Kilkenny, Kilkenny","5 - 11 years","20.7","4.2","0","0","0","0","","","",""
"2022 March","Kilkenny, Kilkenny","12 years and over","90.3","0","54","1.8","1.8","0","","","",""
"2022 March","Piltown, Kilkenny","5 - 11 years","16.2","3.3","0","0","0","0","","","",""
"2022 March","Piltown, Kilkenny","12 years and over","90.1","0","54.4","1.4","1.4","0","","","",""
"2022 March","Callan-Thomastown, Kilkenny","5 - 11 years","25.7","3.6","0","0","0","0","","","",""
"2022 March","Callan-Thomastown, Kilkenny","12 years and over","96.9","0","60.5","2","2","0.1","","","",""
"2022 April","Borris-In-Ossory-Mountmellick, Laois","5 - 11 years","17.2","2","0","0","0","0","","","",""
"2022 April","Borris-In-Ossory-Mountmellick, Laois","12 years and over","96.3","0","58.6","1.4","3.3","0.7","","","",""
"2022 April","Portlaoise, Laois","5 - 11 years","16.3","1.6","0","0","0","0","","","",""
"2022 April","Portlaoise, Laois","12 years and over","85.7","0","49.7","1.3","2.4","0.6","","","",""
"2022 April","Graiguecullen -Portarlington, Laois","5 - 11 years","23.3","2.7","0","0","0","0","","","",""
"2022 April","Graiguecullen -Portarlington, Laois","12 years and over","91.1","0","55.7","1.2","2.8","0.8","","","",""
"2022 April","Carlow, Carlow","5 - 11 years","15.9","0.9","0","0","0","0","","","",""
"2022 April","Carlow, Carlow","12 years and over","85.5","0","51.4","0.9","2.4","0.7","","","",""
"2022 April","Tullow, Carlow","5 - 11 years","22.8","1.2","0","0","0","0","","","",""
"2022 April","Tullow, Carlow","12 years and over","89.5","0","55.5","1.2","2.7","0.5","","","",""
"2022 April","Muinebeag, Carlow","5 - 11 years","24.6","1","0","0","0","0","","","",""
"2022 April","Muinebeag, Carlow","12 years and over","95.9","0","61.2","1.1","2.8","0.7","","","",""
"2022 April","Manorhamilton, Leitrim","5 - 11 years","12.9","1.3","0","0","0","0","","","",""
"2022 April","Manorhamilton, Leitrim","12 years and over","90.4","0","56.2","1","3.2","0.4","","","",""
"2022 April","Ballinamore, Leitrim","5 - 11 years","8.6","0.8","0","0","0","0","","","",""
"2022 April","Ballinamore, Leitrim","12 years and over","90.6","0","56.6","1.5","3.7","0.4","","","",""
"2022 April","Carrick-On-Shannon, Leitrim","5 - 11 years","12.2","0.7","0","0","0","0","","","",""
"2022 April","Carrick-On-Shannon, Leitrim","12 years and over","86","0","51.3","1.1","3.8","1.2","","","",""
"2022 April","Newcastle West, Limerick","5 - 11 years","18.6","1.5","0","0","0","0","","","",""
"2022 April","Newcastle West, Limerick","12 years and over","93.3","0","60.5","1.4","4.1","0.9","","","",""
"2022 April","Adare-Rathkeale, Limerick","5 - 11 years","25.2","2.2","0","0","0","0","","","",""
"2022 April","Adare-Rathkeale, Limerick","12 years and over","97.3","0","64.2","1.4","4.1","0.7","","","",""
"2022 April","Cappamore-Kilmallock, Limerick","5 - 11 years","26.8","1.6","0","0","0","0","","","",""
"2022 April","Cappamore-Kilmallock, Limerick","12 years and over","95.3","0","62.6","1.4","4.4","0.9","","","",""
"2022 April","Limerick City West, Limerick","5 - 11 years","23","1.6","0","0","0","0","","","",""
"2022 April","Limerick City West, Limerick","12 years and over","89.7","0","56.1","1.6","3.3","0.8","","","",""
"2022 April","Limerick City North, Limerick","5 - 11 years","16.9","1.7","0","0","0","0","","","",""
"2022 April","Limerick City North, Limerick","12 years and over","91.6","0","56.6","1.7","4.4","1.1","","","",""
"2022 April","Limerick City East, Limerick","5 - 11 years","24.5","1.7","0","0","0","0","","","",""
"2022 April","Limerick City East, Limerick","12 years and over","89.9","0","57.3","1.6","3.7","1","","","",""
"2022 April","Granard, Longford","5 - 11 years","11.9","0.3","0","0","0","0","","","",""
"2022 April","Granard, Longford","12 years and over","92.4","0","56.4","0.8","2.6","0.4","","","",""
"2022 April","Ballymahon, Longford","5 - 11 years","12.6","0.3","0","0","0","0","","","",""
"2022 April","Ballymahon, Longford","12 years and over","76.1","0","46.2","1","2.2","0.4","","","",""
"2022 April","Longford, Longford","5 - 11 years","7.3","0.4","0","0","0","0","","","",""
"2022 April","Longford, Longford","12 years and over","82.7","0","48.7","1","3.1","0.9","","","",""
"2022 April","Dundalk-Carlingford, Louth","5 - 11 years","14","1.1","0","0","0","0","","","",""
"2022 April","Dundalk-Carlingford, Louth","12 years and over","85","0","49.1","1.5","2.6","0.6","","","",""
"2022 April","Dundalk South, Louth","5 - 11 years","17.1","1.5","0","0","0","0","","","",""
"2022 April","Dundalk South, Louth","12 years and over","85","0","50.7","1.6","2.2","0.6","","","",""
"2022 April","Ardee, Louth","5 - 11 years","19.1","1.7","0","0","0","0","","","",""
"2022 April","Ardee, Louth","12 years and over","91.4","0","55.2","1.5","2.5","0.7","","","",""
"2022 April","Drogheda Rural, Louth","5 - 11 years","20.9","1.4","0","0","0","0","","","",""
"2022 April","Drogheda Rural, Louth","12 years and over","86.1","0","50","1.8","1.8","0.3","","","",""
"2022 April","Drogheda Urban, Louth","5 - 11 years","14.8","1.4","0","0","0","0","","","",""
"2022 April","Drogheda Urban, Louth","12 years and over","90","0","53.2","1.5","2.1","0.4","","","",""
"2022 April","Ballina, Mayo","5 - 11 years","13.9","1.4","0","0","0","0","","","",""
"2022 April","Ballina, Mayo","12 years and over","92.5","0","58.2","1.1","4.1","0.7","","","",""
"2022 April","Claremorris, Mayo","5 - 11 years","14.1","0.9","0","0","0","0","","","",""
"2022 April","Claremorris, Mayo","12 years and over","89","0","56.4","0.9","3.7","1.1","","","",""
"2022 April","Castlebar, Mayo","5 - 11 years","16.4","1.3","0","0","0","0","","","",""
"2022 April","Castlebar, Mayo","12 years and over","91.8","0","57.2","1.1","3.8","1","","","",""
"2022 April","Belmullet, Mayo","5 - 11 years","6.5","0.4","0","0","0","0","","","",""
"2022 April","Belmullet, Mayo","12 years and over","98","0","64.8","1","5.6","0.7","","","",""
"2022 April","Westport, Mayo","5 - 11 years","15","1.1","0","0","0","0","","","",""
"2022 April","Westport, Mayo","12 years and over","88.5","0","54.8","0.9","3.5","0.7","","","",""
"2022 April","Swinford, Mayo","5 - 11 years","13.4","0.9","0","0","0","0","","","",""
"2022 April","Swinford, Mayo","12 years and over","95.9","0","61.7","1.3","5","0.9","","","",""
"2022 April","Kells, Meath","5 - 11 years","17.3","1.1","0","0","0","0","","","",""
"2022 April","Kells, Meath","12 years and over","92.4","0","55.2","1.5","2.5","0.6","","","",""
"2022 April","Laytown-Bettystown, Meath","5 - 11 years","21.2","1.6","0","0","0","0","","","",""
"2022 April","Laytown-Bettystown, Meath","12 years and over","84.4","0","50.1","1.7","1.9","0.4","","","",""
"2022 April","Ashbourne, Meath","5 - 11 years","21.3","2.5","0","0","0","0","","","",""
"2022 April","Ashbourne, Meath","12 years and over","88.2","0","53.3","1.5","2.3","0.8","","","",""
"2022 April","Ratoath, Meath","5 - 11 years","25.3","2.6","0","0","0","0","","","",""
"2022 April","Ratoath, Meath","12 years and over","90.9","0","56.2","1.4","2.3","0.6","","","",""
"2022 April","Trim, Meath","5 - 11 years","24.7","2.1","0","0","0","0","","","",""
"2022 April","Trim, Meath","12 years and over","91.3","0","54.4","1.6","2.2","0.6","","","",""
"2022 April","Navan, Meath","5 - 11 years","15","0.9","0","0","0","0","","","",""
"2022 April","Navan, Meath","12 years and over","84.9","0","47.1","1.4","2","0.7","","","",""
"2022 April","Monaghan, Monaghan","5 - 11 years","6.9","0.4","0","0","0","0","","","",""
"2022 April","Monaghan, Monaghan","12 years and over","81.8","0","49.8","1.1","1.9","0.4","","","",""
"2022 April","Carrickmacross-Castleblayney, Monaghan","5 - 11 years","10.4","0.6","0","0","0","0","","","",""
"2022 April","Carrickmacross-Castleblayney, Monaghan","12 years and over","85.6","0","50.1","1.5","1.7","0.3","","","",""
"2022 April","Ballybay-Clones, Monaghan","5 - 11 years","11.1","0.8","0","0","0","0","","","",""
"2022 April","Ballybay-Clones, Monaghan","12 years and over","87.3","0","53.9","1.4","1.8","0.4","","","",""
"2022 April","Birr, Offaly","5 - 11 years","17.5","0.7","0","0","0","0","","","",""
"2022 April","Birr, Offaly","12 years and over","94.5","0","60","1.1","3.6","0.7","","","",""
"2022 April","Tullamore, Offaly","5 - 11 years","20.2","1","0","0","0","0","","","",""
"2022 April","Tullamore, Offaly","12 years and over","92.7","0","56.8","1.4","3.4","0.9","","","",""
"2022 April","Edenderry, Offaly","5 - 11 years","18.8","0.8","0","0","0","0","","","",""
"2022 April","Edenderry, Offaly","12 years and over","92.4","0","55.5","1.3","3.5","0.4","","","",""
"2022 April","Boyle, Roscommon","5 - 11 years","14.2","1.3","0","0","0","0","","","",""
"2022 April","Boyle, Roscommon","12 years and over","89.1","0","56","1.1","3.6","0.9","","","",""
"2022 April","Roscommon, Roscommon","5 - 11 years","17","0.4","0","0","0","0","","","",""
"2022 April","Roscommon, Roscommon","12 years and over","91.2","0","58.4","0.9","2.8","0.4","","","",""
"2022 April","Athlone, Roscommon","5 - 11 years","19.6","1","0","0","0","0","","","",""
"2022 April","Athlone, Roscommon","12 years and over","90.2","0","56.4","1.5","3.2","1","","","",""
"2022 April","Ballymote-Tobercurry, Sligo","5 - 11 years","18.1","1","0","0","0","0","","","",""
"2022 April","Ballymote-Tobercurry, Sligo","12 years and over","93.1","0","58.6","1.1","4.1","0.3","","","",""
"2022 April","Sligo-Drumcliff, Sligo","5 - 11 years","21.5","1.2","0","0","0","0","","","",""
"2022 April","Sligo-Drumcliff, Sligo","12 years and over","94.6","0","62","1","3.9","0.9","","","",""
"2022 April","Sligo-Strandhill, Sligo","5 - 11 years","14.7","1.4","0","0","0","0","","","",""
