GP_Name,GP_Address,GP_LocationText,GP_LocationLink
The Medical Centre Edenderry,"3 Carrick Court, Saint Conleth's Road, Edenderry, Offaly, R45  Vw54",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F42 Rw83
The Medical Centre St Coman's,"Saint Comans Park, Roscommon Town, Roscommon, F42  Rw83",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D6w Y967
The Medical Practice,"335 Kimmage Road Lower, Kimmage, Dublin, D6w  Y967",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R32 Hw83
The Medi Centre,"Clonminam Road, Portlaoise, Laois, R32  Hw83",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 Xh2t
The Meridian Clinic,"Roselawn Shopping Centre, Roselawn Road, Blanchardstown, Dublin, D15  Xh2t",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 Nn50
The Meridian Clinic Mountjoy,"67/67a Mountjoy Street, Phibsborough, Dublin, D07  Nn50",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 H3nh
The Milligan Family Practice,"Unit 3a Maple Shopping Centre, Navan Road, Cabra West, Dublin, D07  H3nh",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P12 Hy91
The Muskerry Family Practice,"Railway View, Macroom, Cork, P12  Hy91",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R93 N8f7
The Oaks Family Practice,"65 Tullow Street, Carlow Town, Carlow, R93  N8f7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N37 W8k5
The Old Barracks Surgery,"Main Street, Moate, Westmeath, N37  W8k5",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y25 Y3v9
The Palms Surgery,"The Avenue, Gorey, Wexford, Y25  Y3v9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P61 V242
The Park Clinic,"Kevin Barry Hill, Fermoy, Cork, P61  V242",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Mpyi1pgmkoqdwmhe6
The Park Clinic,"Gallows Hill, Dublin Road, Athy, Kilkenny, R14  Kh33",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D18 C984
The Park Clinic Cabinteely,"Park Shopping Centre, Glen Drive, Cabinteely, Dublin, D18  C984",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Ytw6
The Park Family Practice,"Lower Friars Walk, Ballyphehane, Cork, T12  Ytw6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 W8kk
The Park Medical Centre,"Carpenterstown Road, Castleknock, Dublin, D15  W8kk",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K67 H3k4
The Plaza Clinic,"17 Main Street, Swords, Dublin, K67  H3k4",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D06 Yp29
The Rathgar Medical Pratice,"150 Rathgar Road, Rathfranham, Dublin, D06  Yp29",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P51 Pe00
The Red House Family Practice,"Mallow Primary Health Care Centre, Mallow, Cork, P51  Pe00",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 E8kh
The Rise Family Practice,"Marian House, Main Street, Blanchardstown, Dublin, D15  E8kh",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Ye6k
The Rochestown Clinic,"The Square, Mount Oval Village, Rochestown, Cork, T12  Ye6k",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Uezzefrm7sfspyfi6
The Rowe Creavin Medical Practice,"Slievekeil Road, Waterford City, Waterford, X91  X3hy",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A91 Yr9x
The Square Medical,"1st Floor Elgee Building, Market Square, Dundalk, Louth, A91  Yr9x",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 C8yv
The Surgery,"Main Street, Patrickswell, Limerick, V94  C8yv",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T45 R258
The Surgery,"6 Main Street, Carrigtwohill, Cork, T45  R258",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 T2wp
The Surgery,"24 Douglas West, Douglas, Cork, T12  T2wp",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T45 N670
The Surgery,"Ballytrasna, Little Island, Cork, T45  N670",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 K5wh
The Surgery,"Saint Nessan's Road, Dooradoyle, Limerick, V94  K5wh",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F26 R585
The Surgery,"Bury Street, Ballina, Tipperary, F26  R585",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Xv9t
The Surgery,"22 William Street, Limerick City, Limerick, V94  Xv9t",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y34 N260
The Surgery,"Shanacloon, Duncannon, Wexford, Y34  N260",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W91 Pk51
The Surgery Clane,"Prosperous Road, Clane, Kildare, W91  Pk51",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 F76h
"The Surgery, Waterford","58 Mayor's Walk, Waterford City, Waterford, X91  F76h",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D02 R221
The Temple Bar Medical Centre,"26 Wellington Quay, Dublin, D02  R221",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K36 Xw83
The Village Medical Centre,"The Diamond, Main Street, Malahide, Dublin, K36  Xw83",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 D521
The Village Medical Centre,"Tullig More, Ballinhassig, Cork, T12  D521",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 X0pp
The Village Medical Centre,"Togher Village Centre, Togher Road, Togher, Cork, T12  X0pp",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Bzjnmbzelqr78n3e8
The Weir Family Health Clinic,"Market Street, Bandon, Cork, P72  Wd58",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W91 Py74
The Woods Surgery,"The Woods Centre, Main Street, Clane, Kildare, W91  Py74",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 Ew2r
The Work Doctor,"Unit 14 Ashleigh Centre, Castleknock Road, Castleknock, Dublin, D15  Ew2r",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Uhywi8vvnd6nsuhk9
Thomas Court Primary Care,"4 St Catherine's Lane West, Dublin City, Dublin, D08  Wtw0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E41 Yy93
Thomond Healthcare,"1 Thomond Road, Thurles, Tipperary, E41  Yy93",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Dd2v
Thomond Park Clinic,"19 Cregan Avenue, Kileely, Limerick, V94  Dd2v",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D05 Dx09
Thorndale Medical Centre,"1a Thorndale Drive, Beaumont, Dublin, D05  Dx09",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E41 V1d9
Thurles Surgery,"Fianna Road, Thurles, Tipperary, E41  V1d9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 K5nn
Tierney St Surgery,"Tierney Street, Ardee, Louth, A92  K5nn",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P72 Ew94
Timoleague Family Health Clinic,"Abbey Street, Timoleague, Cork, P72  Ew94",Location And Directions - Google Maps,Https://Maps.app.goo.gl/7zj3pjb2i6mk2qi68
Tipperary Primary Care Centre,"Rosanna Road, Tipperary Town, Tipperary, E34  K682",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F23 Wv78
Tobin Healthcare Centre,"Station Road, Castlebar, Mayo, F23  Wv78",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D05 K3v7
Tonlegee Medical Practice,"38 Tonlegee Road, Donaghmede, Dublin, D05  K3v7",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Zrqku4d198tnizh59
Toomevara Health Centre,"Coolkereen, Toomevara, Tipperary, E45  C580",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T23 Px0h
Tower Medical And Dental Centre,"1 Shournagh Valley, Tower, Blarney, Cork, T23  Px0h",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D22 N778
Tower Medical Centre,"Unit 8 Tower Shopping Centre, Tower Road, Clondalkin, Dublin, D22  N778",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P51 Wn62
Town Centre Medical Practice,"31/32 Fair Street East, Mallow, Cork, P51  Wn62",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N37 A0c1
Town Centre Surgery,"Cityquarter, Athlone, Westmeath, N37  A0c1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A98 F3p6
Town Hall Clinic,"Market Court, Main Street, Bray, Wicklow, A98  F3p6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F12 V6p3
Townley Medical Centre,"Ballyhaunis Road, Claremorris, Mayo, F12  V6p3",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N91 Ed2h
Town Medical Clinic Mullingar,"13 Market Point, Mullingar, Westmeath, N91  Ed2h",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V92 D96h
Tralee Medical Centre,"Saint Brendan's Park, Tralee, Kerry, V92  D96h",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 X90f
Tramore Medical Centre,"Summerhill, Tramore, Waterford, X91  X90f",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D02 Hx22
Travel Health Clinic,"7 Dawson Street, Dublin, D02  Hx22",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Nx4t
Treaty Medical Centre,"Oakdale House, Ennis Road, Limerick, Limerick, V94  Nx4t",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Xcn5kxjrtiau14if9
Trim Group Practice,"Knightsbridge Village, Longwood Road, Trim, Meath, C15  Php1",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Xcn5kxjrtiau14if9
Trim Primary Care Centre,"Knightsbridge Village, Longwood Road, Trim, Meath, C15  Php1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D05 N1k2
Trinity Clinic - Coolock,"Coolock Primary Care Centre, Cromcastle Road, Kilmore, Dublin, D05  N1k2",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Eiskddhxchkablmx9
Tuam Family Practice,"Sean Purcell Road, Tuam, Galway, H54  Dt61",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 Hx89
Tubercurry Family Practice,"Main Street, Tubbercurry, Sligo, F91  Hx89",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Jjawnctsjnpigmuta
Tulla Health Clinic,"Tulla, Tulla, Clare, V95  K6hd",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Bjjgxhfbksrxvsnv5
Tullamore Medical Centre,"Sullivan House, Arden Road, Tullamore, Offaly, R35  Yf98",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P51 H29h
Tullig Medical Centre,"Tullig, Millstreet, Cork, P51  H29h",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R93 H0c1
Tullow Health Centre,"Shillelagh Road, Tullow, Carlow, R93  H0c1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 Fwn2
Tullyallen Medical Centre,"Tullyallen, Louth, A92  Fwn2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A96 Y80f
Tully Family Practice,"Unit 1 Bakers Point, Pottery Road, Dun Laoghaire, Dublin, A96  Y80f",Location And Directions - Google Maps,Https://Maps.app.goo.gl/8p7oqwtsfhjkgb168
Turloughmore Medical Centre,"Lackagh, Lackagh, Galway, H65  H599",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Yh6p
Turners Cross Medical Centre,"1 Ossory Place, Evergreen Road, Turners Cross, Cork, T12  Yh6p",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R93 N6w8
Tyndall Clinic,"The Tyndall Clinic, Barrow Valley Retail Park, Graiguecullen, Laois, R93  N6w8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 K667
Tyrrelstown Medical Centre - Primacare,"Tyrellstown Plaza, Blanchardstown, Dublin, D15  K667",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Yw9t
Ultimate Health Clinic,"1st Floor George's Quay House, George's Quay, Limerick, Limerick, V94  Yw9t",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D09 E2h2
United Medical Centre,"14 Drumcondra Road Lower, Drumcondra, Dublin, D09  E2h2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V23 Tf44
Valentia Road Medical Centre,"Garranebane, Caherciveen, Kerry, V23  Tf44",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D03 N2h7
Vernon Medical Centre,"67/67a Vernon Avenue, Clontarf East, Dublin, D03  N2h7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 K3vf
Victoria House Medical Practice,"Victoria House, John's Square, Limerick, Limerick, V94  K3vf",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D18 C2d0
Videodoc,"Beacon Court, Sandyford Industrial Estate, Sandyford, Dublin, D18  C2d0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 X9yn
Village Medical,"26 Fassaugha Avenue, Cabra, Dublin, D07  X9yn",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D11 Tcc9
Village Medical Centre,"45-48 Main Street, Finglas, Dublin, D11  Tcc9",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Amassq6jibcjystb7
Virginia Medical Practice,"Rahardrum, Virginia, Cavan, A82  Ah29",Location And Directions - Google Maps,Https://Maps.app.goo.gl/8qk8yz9fdneovicm6
Vista Family Practice,"Vista Primary Care Centre, Ballymore Eustace Road, Naas, Kildare, W91  X38w",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Ad86
Walk In Medical Centre,"13 Saint Nessan's Park, Dooradoyle, Limerick, V94  Ad86",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D12 Px7a
Walkinstown Medical Centre,"133 Walkinstown Road, Walkinstown, Dublin, D12  Px7a",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 K5tk
Washington Street Medical Centre,"24 Washington Street West, Cork City, Cork, T12  K5tk",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 A212
Waterford Medical Centre,"Kilbarry Centre, Tramore Road, Waterford City, Waterford, X91  A212",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P85 Fw98
Waterfront Medical Centre,"Clarke Street, Clonakilty, Cork, P85  Fw98",Location And Directions - Google Maps,Https://Maps.google.com/?Q=C15 Rp8d
Watergate Medical Centre,"14 Watergate Street, Navan, Meath, C15  Rp8d",Location And Directions - Google Maps,Https://Maps.google.com/?Q=C15 Xkc7
Watergate Street Surgery,"29 Watergate Street, Navan, Meath, C15  Xkc7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W34 Dt27
Watermills Family Practice,"Watermill Place, Main Street, Monasterevin, Kildare, W34  Dt27",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 Hry1
Waterside Medical Centre,"The Square, Sixmilebridge, Clare, V95  Hry1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H18 N528
Waterside Medical Centre,"Glaslough Street, Monaghan Town, Monaghan, H18  N528",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D20 Xt80
Waterstown Medical,"Stewarts Care Limited, Mill Lane, Redcow, Dublin, D20  Xt80",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Pmsfujkfkey1d7pf7
Waterville Medical Centre,"Lower Main Street, Waterville, Kerry, V23  H363",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W91 Kw59
Waterways Medical Centre,"Station House, The Waterways, Sallins, Kildare, W91  Kw59",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D22 Y793
Webdoctor,"14a Knockmeenagh Road, Newlands, Dublin, D22  Y793",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Vf9c
Well Road Surgery,"Mill Grove, Well Road, Douglas, Cork, T12  Vf9c",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P24 Xr65
Westbeach Surgery,"16a West Beach, Cobh, Cork, P24  Xr65",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 997a
Westbury Medical Centre,"Athea Upper, Athea, Limerick, V94  997a",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Kzwfgzv97szdfpul9
West Coast Medical,"Tober Hill, Cahernamart, Westport, Mayo, F28  Ed71",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E91 V6w9
Western House Medical Centre,"Western Road, Clonmel, Tipperary, E91  V6w9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A67 Rc04
Westmount Clinic,"Wicklow Town, Wicklow, A67  Rc04",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F28 A261
Westport Medical Clinic,"Market Lane, Bridge Street, Westport, Mayo, F28  A261",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 E188
Wexford Osteopathic Centre,"Killeens, Ballynagee, Wexford, Y35  E188",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D22 A4p2
Wheatfield Surgery,"1 Chaplain's Place, Rowlagh, Dublin, D22  A4p2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 E266
Wheaton Hall Medical Centre,"Wheaton Hall, Drogheda, Louth, A92  E266",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T23 Apr3
Wherland's Lane Medical Centre,"Blackpool Bridge, Blackpool, Cork, T23  Apr3",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D09 F1t2
Whitehall Clinic,"394a Collins Avenue, Whitehall, Dublin, D09  F1t2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 D9fw
Whitehall Medical Centre,"Whitehall Close, Abbeygate Street Lower, Galway, Galway, H91  D9fw",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 X0wx
Whitemill Medical Centre,"Whitemill Road, Wexford Town, Wexford, Y35  X0wx",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 R2hv
Whiterock Family Practice,"Laurestown House, Whiterock Hill, Wexford Town, Wexford, Y35  R2hv",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D09 R2k2
Whitworth Medical Centre,"Saint Brigid's Road Lower, Drumcondra, Dublin, D09  R2k2",Location And Directions - Google Maps,Https://Maps.app.goo.gl/8ajdrdsxxnmquamm8
Wicklow Primary Healthcare Centre,"Glebe, Knockrobin, Wicklow, A67  K5c7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F45 Dx94
Willow Brook Medical Centre,"Convent Road, Ballaghaderreen, Roscommon, F45  Dx94",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D11 X981
Willow Park Medical Centre,"72 Willow Park Crescent, Finglas, Dublin, D11  X981",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A67 E2t1
Wilton Clinic,"Merrymeeting Shopping Centre, Merrymeeting, Rathnew, Wicklow, A67  E2t1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Hd5c
